Status;TypeAnlegg;KraftverksNavn;Forventet elsertifikatberettiget produksjon, GWh;ESerfikatProdMWH;SerfikatProdmndMWH;YtelseMW;Idriftsettelsedato;Maalet;ENormaarProd;Overgangsordning;HeleProd;GodkjentDato;Startdato;Sluttdato;Foretaksnavn;Fylke;Kommune;Omraade
Godkjent;Vannkraft;Tokke;25,61;25605,2;2133,8;430;22.08.1961;Nei;;25,61;nei;22.08.2016;05.09.2016;27.08.2030;STATKRAFT ENERGI AS;Vestfold og Telemark;Tokke;EL 2
Godkjent;Vannkraft;Tokke;25,61;25605,2;2133,8;430;22.08.1961;Nei;;25,61;nei;22.08.2016;05.09.2016;21.08.2031;STATKRAFT ENERGI AS;Vestfold og Telemark;Tokke;EL 2
Godkjent;Vannkraft;Kvamselva;8,8;8800;733,3;2,67000007;09.06.2016;Ja;8,8;;ja;26.08.2016;05.09.2016;05.09.2031;KVAMSELVA KRAFTVERK AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Iveland;151,36;151362,4;12613,5;87;01.01.1949;Ja;151,36;;nei;31.08.2016;12.09.2016;12.09.2031;AGDER ENERGI VANNKRAFT AS;Agder;Iveland;EL 2
Godkjent;Vannkraft;Vamma;1,51;1506,8;125,6;344;01.04.1915;Ja;1,51;;nei;19.09.2016;19.06.2016;19.09.2031;HAFSLUND PRODUKSJON AS;Viken;Indre Østfold;EL 1
Godkjent;Vannkraft;Borgund;2,06;2059,2;171,6;212;04.10.1974;Ja;2,06;;nei;13.09.2016;26.09.2016;26.09.2031;ØSTFOLD ENERGI AS;Vestland;Lærdal;EL 5
Godkjent;Vannkraft;Rendalen;19,59;19593,6;1632,8;100,5;16.10.1971;Ja;19,59;;nei;22.09.2016;03.10.2016;03.10.2031;EIDSIVA VANNKRAFT AS;Innlandet;Rendalen;EL 1
Godkjent;Vannkraft;Kinso;3,52;3523,7;293,6;4,0999999;01.01.1917;Ja;3,52;;nei;29.09.2016;10.10.2016;10.10.2031;HARDANGER ENERGI AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Husefest;0,31;310;25,8;0,05999999;04.04.2014;Ja;0,31;;ja;30.09.2016;10.10.2016;10.10.2031;OTTO ULLEVÅLSETER;Vestland;Kinn;EL 3
Godkjent;Vannkraft;Byro;9,44;9440;786,7;3,20000004;16.09.2016;Ja;9,44;;ja;11.10.2016;24.10.2016;24.10.2031;SMÅKRAFT AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Stølslia;5,1;5100;425;1,5;19.03.2007;Nei;;5,1;ja;11.10.2016;24.10.2016;09.01.2027;STØLSLIA KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Hisvatn;14;14000;1166,7;3,5999999;22.01.2007;Nei;;14;ja;11.10.2016;24.10.2016;14.11.2026;HISVATN KRAFTLAG AS;Agder;Kvinesdal;EL 2
Godkjent;Vannkraft;Løpet;13,9;13896,1;1158;29;01.07.1971;Ja;13,9;;nei;28.10.2016;07.11.2016;07.11.2031;EIDSIVA VANNKRAFT AS;Innlandet;Åmot;EL 1
Godkjent;Vannkraft;Øvre Svultingen;4,49;4485,6;373,8;6,4499998;01.07.1941;Ja;4,49;;nei;03.11.2016;14.11.2016;14.11.2031;SUNNFJORD ENERGI AS;Vestland;Høyanger;EL 3
Godkjent;Vannkraft;Utigardselva;0,5;500;41,7;0,1;24.03.2005;Nei;;0,5;ja;03.11.2016;14.11.2016;04.02.2025;UTIGARDSELVA DA;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Matre H;81,59;81588;6799;180;13.04.2016;Ja;81,59;;nei;14.11.2016;28.11.2016;28.11.2031;BKK PRODUKSJON AS;Vestland;Masfjorden;EL 5
Godkjent;Vannkraft;Oftedal I;11,2;11198,6;933,2;3;01.01.2006;Nei;;11,2;nei;15.11.2016;28.11.2016;09.11.2026;SMÅKRAFT AS;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Oftedal II;19,21;19206,3;1600,5;5;14.07.2007;Nei;;19,21;nei;15.11.2016;28.11.2016;09.11.2026;SMÅKRAFT AS;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Grunnevatn;3,5;3500;291,7;1,12999999;08.04.2016;Ja;3,5;;ja;18.11.2016;28.11.2016;28.11.2031;SFE PRODUKSJON AS;Vestland;Askvoll;EL 3
Godkjent;Vannkraft;Leknesvatn;12,9;12900;1075;3,79999995;21.10.2016;Ja;12,9;;ja;21.11.2016;05.12.2016;05.12.2031;SFE PRODUKSJON AS;Vestland;Askvoll;EL 3
Godkjent;Vannkraft;Røneid;13,1;13100;1091,7;4,30000019;23.11.2016;Ja;13,1;;ja;08.12.2016;19.12.2016;19.12.2031;RØNEID KRAFT AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Stuvane;0,36;355,9;29,7;38;01.11.1988;Ja;0,36;;nei;11.10.2016;24.10.2016;24.10.2031;OKKEN KRAFT LÆRDAL KF;Vestland;Lærdal;EL 5
Godkjent;Vannkraft;Liaelva;4,25;4250;354,2;1,5;05.12.2016;Ja;4,25;;ja;15.12.2016;26.12.2016;26.12.2031;LIAELVA KRAFTVERK AS;Innlandet;Sør-Aurdal;EL 1
Godkjent;Vannkraft;Gjetingsdalen;9,7;9700;808,3;2,20000004;06.02.2007;Nei;;9,7;ja;03.01.2017;16.01.2017;21.02.2027;GJETINGSDALEN KRAFT AS;Vestland;Kvinnherad;EL 5
Godkjent;Vannkraft;Skjefstadfoss II;10,98;10977,2;914,8;19,79999923;20.11.1972;Ja;10,98;;nei;25.01.2017;06.02.2017;06.02.2032;ØSTERDALEN KRAFTPRODUKSJON AS;Innlandet;Elverum;EL 1
Godkjent;Vannkraft;Vittingfoss;27,87;27871,8;2322,7;33,5;01.01.1919;Ja;27,87;;nei;27.01.2017;06.02.2017;06.02.2032;RINGERIKS-KRAFT PRODUKSJON AS;Viken;Kongsberg;EL 2
Godkjent;Vannkraft;Sølna;13,56;13564,8;1130,4;5,3499999;31.08.2016;Ja;13,56;;nei;02.02.2017;13.02.2017;13.02.2032;ØSTERDALEN KRAFTPRODUKSJON AS;Innlandet;Alvdal;EL 1
Godkjent;Vannkraft;Reinli;10;10000;833,3;3,0999999;25.02.2008;Nei;;10;ja;22.02.2017;06.03.2017;30.04.2028;REINLI KRAFT AS;Innlandet;Sør-Aurdal;EL 1
Godkjent;Vannkraft;Vinje;46,79;46789,9;3899,2;300;14.12.1964;Ja;46,79;;nei;23.02.2017;13.03.2017;13.03.2032;STATKRAFT ENERGI AS;Vestfold og Telemark;Vinje;EL 2
Godkjent;Vannkraft;Gjerde;5,65;5650;470,8;1,70000004;29.08.2007;Nei;;5,65;ja;01.03.2017;13.03.2017;09.11.2027;SMÅKRAFT AS;Vestland;Kvinnherad;EL 5
Godkjent;Vannkraft;Offervann;7;7000;583,3;2,20000004;23.04.2015;Ja;7;;ja;01.03.2017;13.03.2017;13.03.2032;STATKRAFT ENERGI AS;Troms og Finnmark Romsa ja Finnmárku;Lebesby;EL 4
Godkjent;Vannkraft;Hopland;22,9;22900;1908,3;5,88999986;06.12.2016;Ja;22,9;;ja;21.03.2017;03.04.2017;03.04.2032;HOPLAND KRAFT AS;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Midtlæger;13,8;13800;1150;3,47000002;01.09.2016;Ja;13,8;;ja;20.04.2017;01.05.2017;01.05.2032;Norsk Hydro ASA;Vestland;Ullensvang;EL 2
Godkjent;Vannkraft;Mannsberg;15,1;15100;1258,3;3,51999998;11.11.2016;Ja;15,1;;ja;20.04.2017;01.05.2017;01.05.2032;Norsk Hydro ASA;Vestland;Årdal;EL 5
Godkjent;Vannkraft;Holsen;27;27000;2250;8,60000038;12.04.2017;Ja;27;;ja;16.05.2017;29.05.2017;29.05.2032;HOLSEN KRAFT NORDDØLA AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Kvernåi;7,1;7100;591,7;2,82999992;04.05.2017;Ja;7,1;;ja;29.05.2017;12.06.2017;12.06.2032;KVERNÅI KRAFTVERK AS;Innlandet;Lesja;EL 3
Godkjent;Vannkraft;Tverrelva;18,5;18500;1541,7;4,98000001;07.04.2017;Ja;18,5;;ja;06.06.2017;19.06.2017;19.06.2032;TVERRELVA KRAFTVERK AS;Vestland;Kvinnherad;EL 2
Godkjent;Vannkraft;Vossedalselvi;20,3;20300;1691,7;7,0999999;22.05.2017;Ja;20,3;;ja;06.06.2017;19.06.2017;19.06.2032;VOSSEDALSELVI KRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Breidalselva;5,3;5300;441,7;0,99;31.10.2016;Ja;5,3;;ja;30.06.2017;10.07.2017;10.07.2032;MOANE KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Strupen;7,2;7200;600;1,91999995;21.06.2017;Ja;7,2;;ja;05.07.2017;17.07.2017;17.07.2032;STRUPEN KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Storelvi;10,8;10800;900;4,03999996;30.06.2017;Ja;10,8;;ja;11.07.2017;24.07.2017;24.07.2032;STORELVI KRAFTVERK AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Daleelva;9;9000;750;2,5;24.05.2017;Ja;9;;ja;11.07.2017;24.07.2017;24.07.2032;MYKLEBUST ENERGI AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Kupe;11;11000;916,7;3,20000004;24.05.2017;Ja;11;;ja;15.08.2017;28.08.2017;28.08.2032;KUPE KRAFTVERK AS;Vestland;Kinn;EL 3
Godkjent;Vannkraft;Jordalen 2;19;19000;1583,3;7,5;11.05.2017;Ja;19;;ja;18.08.2017;28.08.2017;28.08.2032;JORDALEN KRAFT AS;Vestland;Voss;EL 5
Godkjent;Vindkraft;Tellenes;550;550000;45833,3;160;14.08.2017;Ja;550;;ja;29.08.2017;11.09.2017;11.09.2032;TELLENES VINDPARK AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Nedre Urdalen;1,5;1500;125;0,74;18.05.2017;Ja;1,5;;ja;31.08.2017;11.09.2017;11.09.2032;NEDRE URDALEN MINIKRAFTVERK AS;Vestfold og Telemark;Tinn;EL 2
Godkjent;Vannkraft;Ramfoss;0,76;759,2;63,3;30;01.09.1961;Ja;0,76;;nei;11.09.2017;25.09.2017;25.09.2032;MIDTKRAFT STRØM AS;Viken;Modum;EL 1
Godkjent;Vannkraft;Mela;12,7;12700;1058,3;3,74;22.06.2017;Ja;12,7;;ja;10.10.2017;23.10.2017;23.10.2032;SMÅKRAFT AS;Trøndelag;Snåase %u2013 Snåsa;EL 3
Godkjent;Vindkraft;Hamnefjell;186;186000;15500;51,75;23.08.2017;Ja;186;;ja;13.10.2017;23.10.2017;23.10.2032;HAMNEFJELL VINDKRAFT AS;Troms og Finnmark Romsa ja Finnmárku;Båtsfjord;EL 4
Godkjent;Vannkraft;Hestenes;6,3;6300;525;1,87999999;06.07.2016;Ja;6,3;;ja;11.11.2016;21.11.2016;21.11.2031;HESTENES KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Straume;15;15000;1250;5;12.09.2017;Ja;15;;ja;26.10.2017;06.11.2017;06.11.2032;STRAUME KRAFTVERK AS;Agder;Valle;EL 2
Godkjent;Vannkraft;Grønlielva;7,1;7100;591,7;2,40000009;28.09.2015;Ja;7,1;;ja;07.11.2017;20.11.2017;20.11.2032;GRØNLIELVA KRAFTVERK AS;Troms og Finnmark Romsa ja Finnmárku;Salangen;EL 4
Godkjent;Vannkraft;Mykstufoss;7,54;7545;628,7;48;01.01.1964;Ja;7,54;;nei;18.12.2017;01.01.2018;01.01.2033;GLITRE ENERGI PRODUKSJON AS;Viken;Rollag;EL 1
Godkjent;Vannkraft;Nedre Vinstra;12,13;12130,2;1010,8;308;05.11.1953;Ja;12,13;;nei;22.01.2018;05.02.2018;05.02.2033;EIDSIVA VANNKRAFT AS;Innlandet;Nord-Fron;EL 1
Godkjent;Vannkraft;Øvre Vinstra;31,24;31237,2;2603,1;140;26.08.1959;Ja;31,24;;nei;09.02.2018;19.02.2018;19.02.2033;EIDSIVA VANNKRAFT AS;Innlandet;Nord-Fron;EL 1
Godkjent;Vannkraft;Døvikfoss;8,64;8644,7;720,4;15;10.04.1975;Ja;8,64;;nei;12.02.2018;26.02.2018;26.02.2033;GLITRE ENERGI PRODUKSJON AS;Viken;Modum;EL 1
Godkjent;Vannkraft;Søkkunda;25;25000;2083,3;9;20.12.2017;Ja;25;;ja;21.02.2018;05.03.2018;05.03.2033;SØKKUNDA KRAFTVERK AS;Innlandet;Stor-Elvdal;EL 1
Godkjent;Vannkraft;Romøyri;23,94;23940;1995;8,63000011;11.12.2017;Ja;23,94;;ja;14.03.2018;01.04.2018;01.04.2033;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Lidal;22;22000;1833,3;7,82000017;09.10.2017;Ja;22;;ja;04.04.2018;16.04.2018;16.04.2033;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Briksdal;1,1;1100;91,7;0,56;24.05.2007;Ja;1,1;;nei;04.04.2018;16.04.2018;16.04.2033;BRIKSDAL MINIKRAFT AS;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Jordal;20,8;20800;1733,3;6,05999994;02.02.2018;Ja;20,8;;ja;06.04.2018;16.04.2018;16.04.2033;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Skjenaldfossen;4,39;4386;365,5;5,80000019;15.11.2017;Ja;4,39;;nei;06.04.2018;16.04.2018;16.04.2033;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;Trøndelag;Orkland;EL 3
Godkjent;Vannkraft;Bjåstad;14,4;14400;1200;5,19000005;22.03.2018;Ja;14,4;;ja;12.04.2018;23.04.2018;23.04.2033;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Ringedalen;57;57000;4750;23;30.05.2017;Ja;57;;ja;17.04.2018;30.04.2018;30.04.2033;STATKRAFT ENERGI AS;Vestland;Ullensvang;EL 2
Godkjent;Vannkraft;Rosten;192;192000;16000;80;15.03.2018;Ja;192;;ja;27.04.2018;07.05.2018;07.05.2033;EIDSIVA VANNKRAFT AS;Innlandet;Sel;EL 3
Godkjent;Vannkraft;Berge;22,3;22300;1858,3;7,96000003;06.03.2018;Ja;22,3;;ja;02.05.2018;14.05.2018;14.05.2033;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Brekkefossen;9,6;9600;800;3,79999995;24.01.2018;Ja;9,6;;ja;02.05.2018;14.05.2018;14.05.2033;BREKKEFOSSEN KRAFTVERK AS;Vestland;Fjaler;EL 3
Godkjent;Vannkraft;Geitåni;15,6;15600;1300;4,61999988;19.04.2018;Ja;15,6;;ja;15.05.2018;28.05.2018;28.05.2033;GEITÅNI KRAFTVERK AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Hatlestad;12,1;12100;1008,3;4,48999977;26.04.2018;Ja;12,1;;ja;15.05.2018;28.05.2018;28.05.2033;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Mølleelva;11,9;11900;991,7;4,5;19.04.2018;Ja;11,9;;ja;07.06.2018;18.06.2018;18.06.2033;ALTA KRAFTLAG SA;Troms og Finnmark Romsa ja Finnmárku;Alta;EL 4
Godkjent;Vannkraft;Storåselva;75;75000;6250;25,5;07.05.2018;Ja;75;;ja;28.06.2018;16.07.2018;16.07.2033;NTE ENERGI AS;Trøndelag;Snåase %u2013 Snåsa;EL 3
Godkjent;Vannkraft;Harpefossen;39,54;39539,3;3294,9;108;18.02.1965;Ja;39,54;;nei;28.06.2018;16.07.2018;16.07.2033;EIDSIVA VANNKRAFT AS;Innlandet;Sør-Fron;EL 1
Godkjent;Vannkraft;Eidsdal;25;25000;2083,3;6,08500003;27.09.2006;Nei;;25;ja;28.06.2018;16.07.2018;11.04.2028;EIDSDAL KRAFT AS;Møre og Romsdal;Fjord;EL 3
Godkjent;Vannkraft;Gjønaelva;10,1;10100;841,7;3,20000004;16.05.2018;Ja;10,1;;ja;02.07.2018;23.07.2018;23.07.2033;GJØNAELVA KRAFTVERK AS;Vestland;Bjørnafjorden;EL 2
Godkjent;Vannkraft;Espeelvi;12;12000;1000;4,55999994;09.05.2018;Ja;12;;ja;05.07.2018;23.07.2018;23.07.2033;ESPEELVI KRAFT AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Grøslandselva;9,9;9900;825;5,01999998;14.06.2018;Ja;9,9;;ja;14.08.2018;27.08.2018;27.08.2033;SMÅKRAFT AS;Viken;Flå;EL 5
Godkjent;Vannkraft;Tesgjolo;5,6;5600;466,7;0,99;25.01.2018;Ja;5,6;;ja;20.08.2018;03.09.2018;03.09.2033;TESGJOLO KRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Bråberg;6,4;6400;533,3;1,95000004;18.04.2018;Ja;6,4;;ja;20.08.2018;03.09.2018;03.09.2033;BRÅBERG KRAFT AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Helgheim;7,4;7400;616,7;2,70000004;07.05.2018;Ja;7,4;;ja;20.08.2018;03.09.2018;03.09.2033;NYDALSELVA KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Sigdestad;28;28000;2333,3;8,98999977;28.06.2018;Ja;28;;ja;28.08.2018;10.09.2018;10.09.2033;SIGDESTAD KRAFTVERK AS;Vestland;Bremanger;EL 3
Godkjent;Vannkraft;Sleveåne;17;17000;1416,7;5,5;22.11.2017;Ja;17;;ja;29.08.2018;10.09.2018;10.09.2033;SLEVEÅNE KRAFT AS;Vestland;Ullensvang;EL 2
Godkjent;Vannkraft;Myklebost;20;20000;1666,7;5,32000017;28.04.2018;Ja;20;;ja;12.09.2018;24.09.2018;24.09.2033;MYKLEBOST KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vindkraft;Roan;900;900000;75000;255,6;07.05.2018;Ja;900;;ja;12.09.2018;01.10.2018;01.10.2033;FOSEN VIND DA;Trøndelag;Åfjord;EL 3
Godkjent;Vindkraft;Raskiftet;368,5;368500;30708,3;111,6;16.10.2018;Ja;368,5;;ja;12.09.2018;24.09.2018;24.09.2033;AUSTRI RASKIFTET DA;Innlandet;Trysil;EL 1
Godkjent;Vannkraft;Sandneselva;6,8;6800;566,7;2,28999996;22.08.2018;Ja;6,8;;ja;19.09.2018;01.10.2018;01.10.2033;SANDNESELVA KRAFTVERK AS;Vestland;Masfjorden;EL 5
Godkjent;Vindkraft;Midtfjellet;112,33;112328,3;9360,7;149,6;01.01.2012;Ja;112,33;;nei;02.10.2018;19.11.2028;08.10.2033;MIDTFJELLET VINDKRAFT AS;Vestland;Fitjar;EL 2
Godkjent;Vannkraft;Vangjolo;26,7;26700;2225;9,5;31.07.2018;Ja;26,7;;ja;02.10.2018;15.10.2018;15.10.2033;VANGJOLO KRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Evenstad;1,72;1715,9;143;23,5;03.03.1904;Ja;1,72;;nei;12.10.2018;15.10.2018;15.10.2033;AGDER ENERGI VANNKRAFT AS;Agder;Froland;EL 2
Godkjent;Vannkraft;Midtre Tessa;1,2;1201,8;100,1;7;12.02.1954;Ja;1,2;;nei;21.09.2018;01.10.2018;01.10.2033;AS EIDEFOSS;Innlandet;Vågå;EL 3
Godkjent;Vannkraft;Langedal;12,6;12600;1050;3;22.08.2018;Ja;12,6;;ja;31.10.2018;12.11.2018;12.11.2033;LANGEDAL KRAFT AS;Vestland;Kinn;EL 3
Godkjent;Vannkraft;Mo;0,88;881,1;73,4;2,29999995;10.01.1908;Ja;0,88;;nei;19.11.2018;03.12.2018;03.12.2033;LØVENSKIOLD FOSSUM KRAFT;Vestfold og Telemark;Skien;EL 2
Godkjent;Vannkraft;Timbra;9,5;9500;791,7;2,90000009;01.05.2018;Ja;9,5;;ja;03.10.2018;15.10.2018;15.10.2033;NYDALSELVA KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vindkraft;Ånstadblåheia;154;154000;12833,3;50,4;18.09.2018;Ja;154;;ja;02.11.2018;12.11.2018;12.11.2033;ÅNSTADBLÅHEIA VINDPARK AS;Nordland;Sortland %u2013 Suortá;EL 4
Godkjent;Vannkraft;Haugafossen;13,31;13305;1108,8;5,42999982;12.09.2018;Ja;13,31;;nei;21.12.2018;31.12.2018;31.12.2033;HARDANGER ENERGI AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Langedalselva;6,4;6400;533,3;0,99;21.11.2018;Ja;6,4;;ja;07.01.2019;21.01.2019;21.01.2034;LANGEDALSELVA KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Traudalen;7;7000;583,3;0,99;21.11.2018;Ja;7;;ja;08.01.2019;21.01.2019;21.01.2034;TRAUDALEN KRAFTVERK AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Tussa;9,91;9914,4;826,2;64;01.01.1961;Ja;9,91;;nei;09.01.2019;14.01.2019;14.01.2034;TUSSA ENERGI AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Skorga;10;10000;833,3;2,90000009;24.01.2019;Ja;10;;ja;04.02.2019;11.02.2019;11.02.2034;SKORGA KRAFTVERK AS;Møre og Romsdal;Molde;EL 3
Godkjent;Vindkraft;Marker;192;192000;16000;54;01.02.2019;Ja;192;;ja;11.02.2019;18.02.2019;18.02.2034;MARKER VINDPARK AS;Viken;Marker;EL 1
Godkjent;Vannkraft;Lysebotn 2;212,85;212850;17737,5;370;18.04.2018;Ja;212,85;;nei;27.02.2019;04.03.2019;14.11.2034;LYSE PRODUKSJON AS;Rogaland;Sandnes;EL 2
Godkjent;Vannkraft;Lysebotn 2;2,1;2100;175;370;18.04.2018;Nei;0;2,1;nei;27.02.2019;04.03.2019;14.11.2027;LYSE PRODUKSJON AS;Rogaland;Sandnes;EL 2
Godkjent;Vannkraft;Vaksvik;21;21000;1750;7,73999977;13.02.2019;Ja;21;;ja;10.04.2019;22.04.2019;22.04.2034;CK KRAFTHOLDING MIDT-NORGE AS;Møre og Romsdal;Ålesund;EL 3
Godkjent;Vannkraft;Eldao;29;29000;2416,7;9,80000019;25.10.2018;Ja;29;;ja;10.04.2019;22.04.2019;22.04.2034;ELDAO KRAFTVERK AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Bjørnebykverna;0,45;450;37,5;0,09;01.01.2000;Nei;;0,45;ja;14.12.2018;20.12.2018;;SOLØR MILJØ KRAFT AS;Innlandet;Åsnes;EL 1
Godkjent;Vannkraft;Svardøla;30;30000;2500;9,1999998;20.12.2018;Ja;30;;ja;09.04.2019;22.04.2019;22.04.2034;SVARDØLA KRAFT AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Dalane;3,34;3341,3;278,4;1,44000005;08.12.2017;Ja;3,34;;nei;12.06.2019;17.06.2019;17.06.2034;STRYN ENERGI AS;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Kvitåi;6,24;6240;520;2,57999992;10.04.2019;Ja;6,24;;ja;14.06.2019;24.06.2019;24.06.2034;SMÅKRAFT AS;Vestfold og Telemark;Tinn;EL 2
Godkjent;Vannkraft;Trontveitåna;3,7;3700;308,3;1,24;08.05.2019;Ja;3,7;;ja;25.06.2019;08.07.2019;08.07.2034;VEST-TELEMARK KRAFTLAG AS;Vestfold og Telemark;Nissedal;EL 2
Godkjent;Vannkraft;Nye Suvdøla;15,4;15401,8;1283,5;9;13.06.2019;Ja;15,4;;nei;19.08.2019;19.08.2019;19.08.2034;DRANGEDAL EVERK KF;Vestfold og Telemark;Drangedal;EL 2
Godkjent;Vindkraft;Lindesnes;26;26000;2166,7;7,2;04.07.2019;Ja;26;;ja;19.08.2019;02.09.2019;02.09.2034;ASKO FORNYBAR AS;Agder;Lindesnes;EL 2
Godkjent;Vannkraft;Rygene;8,44;8435,3;702,9;55;01.01.1978;Ja;8,44;;nei;09.09.2019;09.09.2019;09.09.2034;AGDER ENERGI VANNKRAFT AS;Agder;Grimstad;EL 2
Godkjent;Vindkraft;Storheia;972,8;972800;81066,7;288;21.06.2019;Ja;972,8;;ja;05.09.2019;16.09.2019;16.09.2034;FOSEN VIND DA;Trøndelag;Ørland;EL 3
Godkjent;Vannkraft;Todøla;8,3;8300;691,7;3,20000004;10.06.2019;Ja;8,3;;ja;23.09.2019;07.10.2019;07.10.2034;TODØLA KRAFTVERK AS;Viken;Nesbyen;EL 5
Godkjent;Vannkraft;Nedre Tessa 2;6,33;6330,2;527,5;16;17.10.1963;Ja;6,33;;nei;25.09.2019;30.09.2019;30.09.2034;AS EIDEFOSS;Innlandet;Vågå;EL 3
Godkjent;Vannkraft;Anga;21,7;21700;1808,3;7,80000019;01.07.2019;Ja;21,7;;ja;07.10.2019;21.10.2019;21.10.2034;ANGA KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Søråni;19,9;19900;1658,3;7,6999998;27.09.2019;Ja;19,9;;ja;12.11.2019;25.11.2019;25.11.2034;SØRÅNI KRAFT AS;Agder;Bygland;EL 2
Godkjent;Vannkraft;Vamma;229,33;229335;19111,2;344;01.04.1915;Ja;229,33;;nei;12.11.2019;18.11.2019;18.11.2034;E-CO ENERGI AS;Viken;Indre Østfold;EL 1
Godkjent;Vannkraft;Milja;0,55;550;45,8;0,11999999;14.08.2019;Ja;0,55;;ja;17.12.2019;30.12.2019;30.12.2034;OLSETH MAGNE;Vestland;Etne;EL 2
Godkjent;Vannkraft;Setredalen;20;20000;1666,7;4,6999998;06.03.2019;Ja;20;;ja;22.01.2020;03.02.2020;03.02.2035;SETREDALEN KRAFT AS;Vestland;Bremanger;EL 3
Godkjent;Vannkraft;Ramfoss;3,14;3137,5;261,5;30;01.09.1961;Ja;3,14;;nei;16.11.2018;19.11.2018;19.11.2033;MIDTKRAFT STRØM AS;Viken;Modum;EL 1
Godkjent;Sol;1951 Våler-UNIL;1,02;1016;84,7;1,322;18.12.2018;Ja;1,02;;nei;22.12.2018;01.01.2019;01.01.2034;;Viken;Våler (Viken);EL 1
Godkjent;Vannkraft;Grunnåi;53,59;53586;4465,5;25,31999969;28.01.2006;Nei;;53,59;nei;14.01.2016;31.01.2016;27.02.2025;GRUNNÅI KRAFTVERK AS;Vestfold og Telemark;Seljord;EL 2
Godkjent;Vannkraft;Bjelland;4,79;4787,4;398,9;55;01.01.1974;Ja;4,79;;nei;04.03.2020;09.03.2020;09.03.2035;AGDER ENERGI VANNKRAFT AS;Agder;Lindesnes;EL 2
Godkjent;Vannkraft;Håverstad;1;998,7;83,2;48;01.01.1957;Ja;1;;nei;04.03.2020;09.03.2020;09.03.2035;AGDER ENERGI VANNKRAFT AS;Agder;Åseral;EL 2
Godkjent;Vannkraft;Laudal;1,63;1625,3;135,4;32;01.01.1981;Ja;1,63;;nei;04.03.2020;09.03.2020;09.03.2035;AGDER ENERGI VANNKRAFT AS;Agder;Lindesnes;EL 2
Godkjent;Vannkraft;Hafslund;2,69;2692,8;224,4;31,85000038;01.01.1933;Ja;2,69;;nei;19.12.2018;24.12.2018;24.12.2033;E-CO ENERGI AS;Viken;Sarpsborg;EL 1
Godkjent;Sol;Finn Roger Trodal;0,06;61,4;5,1;0,06;29.01.2018;Ja;0,06;;nei;09.03.2020;23.03.2020;23.03.2035;;Møre og Romsdal;Averøy;EL 3
Godkjent;Vannkraft;Tverrdalselvi;17,2;17200;1433,3;6,0300002;30.01.2020;Ja;17,2;;ja;10.03.2020;23.03.2020;23.03.2035;TVERRDALSELVI KRAFT AS;Vestland;Sogndal;EL 5
